date,peak_temp,avg_dewpoint,avg_humidity,avg_wind,max_gust,avg_visibility
2018-07-31,82.0,63.458333333333336,64.93541666666667,6.625,,10.0
2018-08-01,91.0,72.33333333333333,75.52424242424243,9.333333333333334,23.0,9.757575757575758
2018-08-02,89.0,71.15862068965517,67.55655172413793,7.068965517241379,21.0,10.0
2018-08-03,87.0,71.52941176470588,74.42970588235295,8.0,29.0,9.470588235294118
2018-08-04,88.0,70.46875,75.060625,6.78125,19.0,8.078125
2018-08-05,94.0,65.875,53.418749999999996,4.166666666666667,,10.0
2018-08-06,95.0,68.70833333333333,54.834583333333335,5.25,14.0,10.0
2018-08-07,91.0,71.70370370370371,68.33666666666666,8.407407407407407,24.0,10.0
2018-08-08,91.0,70.70833333333333,64.3225,5.5,19.0,10.0
2018-08-09,89.0,67.0,62.45107142857143,9.0,32.0,9.321428571428571
2018-08-10,90.0,62.166666666666664,51.49875,5.541666666666667,17.0,10.0
2018-08-11,83.0,69.62857142857143,82.55142857142857,6.816326530612245,20.0,7.724489795918367
2018-08-12,83.0,70.78918918918919,82.48081081081081,7.972972972972973,,8.486486486486486
2018-08-13,76.0,70.25405405405405,88.01702702702703,10.324324324324325,20.0,8.405405405405405
2018-08-14,87.0,67.83333333333333,75.062,6.551724137931035,20.0,9.3
2018-08-15,90.0,64.79166666666667,58.23666666666667,9.791666666666666,17.0,10.0
2018-08-16,92.0,66.375,53.95208333333333,7.333333333333333,16.0,10.0
2018-08-17,90.0,71.05714285714285,64.91428571428573,9.964285714285714,34.0,9.857142857142858
2018-08-18,89.0,69.67096774193548,74.68774193548387,7.870967741935484,21.0,9.483870967741936
2018-08-19,74.0,63.724137931034484,75.00275862068965,11.03448275862069,23.0,9.344827586206897
2018-08-20,76.0,62.20606060606061,72.10636363636364,8.818181818181818,21.0,9.424242424242424
2018-08-21,80.0,63.2,69.7696,7.6,,9.88
2018-08-22,86.0,66.82222222222222,71.76222222222222,10.38888888888889,29.0,9.833333333333334
2018-08-23,80.0,53.958333333333336,50.95249999999999,10.208333333333334,19.0,10.0
2018-08-24,84.0,55.083333333333336,48.49208333333333,7.041666666666667,,10.0
2018-08-25,81.0,57.208333333333336,53.465833333333336,6.041666666666667,15.0,10.0
2018-08-26,85.0,62.888888888888886,59.18666666666667,7.7407407407407405,19.0,10.0
2018-08-27,91.0,68.29166666666667,60.75958333333333,5.875,15.0,10.0
2018-08-28,97.0,70.25,54.937083333333334,7.875,21.0,9.791666666666666
2018-08-29,97.0,69.70833333333333,51.01791666666667,8.75,20.0,10.0
2018-08-30,90.0,67.79166666666667,55.708333333333336,8.916666666666666,,10.0
2018-08-31,79.0,63.16129032258065,65.81129032258065,10.774193548387096,24.0,10.0
2018-09-01,78.0,61.142857142857146,66.185,8.5,,10.0
2018-09-02,82.0,65.88461538461539,70.74615384615385,5.615384615384615,14.0,9.692307692307692
2018-09-03,92.0,72.375,69.58083333333333,6.0,,10.0
2018-09-04,92.0,68.25,55.645833333333336,6.541666666666667,,10.0
2018-09-05,90.0,71.20833333333333,67.36958333333332,7.208333333333333,15.0,10.0
2018-09-06,96.0,72.35714285714286,68.73,7.714285714285714,,9.642857142857142
2018-09-07,77.0,67.86451612903227,78.74,9.516129032258064,,10.0
2018-09-08,72.0,57.23076923076923,66.83384615384615,9.461538461538462,,10.0
2018-09-09,65.0,53.310344827586206,72.87758620689655,12.862068965517242,21.0,9.724137931034482
2018-09-10,67.0,58.25909090909091,86.22340909090909,13.818181818181818,23.0,6.193181818181818
2018-09-11,75.2,65.85555555555555,88.72833333333334,5.111111111111111,,5.277777777777778
2018-09-12,77.0,71.0326530612245,91.61122448979592,5.795918367346939,,4.566326530612245
2018-09-13,76.0,67.59411764705882,84.0420588235294,9.882352941176471,,8.470588235294118
2018-09-14,75.2,65.27741935483871,77.64225806451613,9.806451612903226,,10.0
2018-09-15,81.0,64.1655172413793,73.6103448275862,5.103448275862069,,10.0
2018-09-16,85.0,64.625,68.39958333333333,4.041666666666667,14.0,10.0
2018-09-17,79.0,68.33103448275861,78.59689655172414,7.344827586206897,15.0,9.96551724137931
2018-09-18,83.0,71.04545454545455,85.62818181818182,8.909090909090908,21.0,7.494318181818182
2018-09-19,82.0,66.0,73.45814814814814,6.481481481481482,17.0,10.0
2018-09-20,73.0,57.6,68.0076,8.0,,10.0
2018-09-21,74.0,61.10344827586207,69.88586206896552,10.655172413793103,25.0,10.0
2018-09-22,76.0,55.4,58.22560000000001,10.08,24.0,10.0
2018-09-23,67.0,52.851612903225806,65.63387096774194,7.161290322580645,,10.0
2018-09-24,71.0,53.26875,67.66125,12.5,23.0,10.0
2018-09-25,76.0,64.65142857142858,84.21542857142857,12.0,26.0,5.8428571428571425
2018-09-26,83.0,70.97619047619048,85.97809523809524,7.166666666666667,21.0,7.738095238095238
2018-09-27,74.0,53.88461538461539,59.87730769230769,10.0,19.0,10.0
2018-09-28,65.0,57.021052631578954,82.12473684210526,9.421052631578947,20.0,6.993421052631579
2018-09-29,75.0,53.208333333333336,63.24166666666667,5.75,,10.0
2018-09-30,72.0,50.416666666666664,59.435833333333335,6.166666666666667,17.0,10.0
2018-10-01,78.0,61.92,72.2728,6.24,17.0,10.0
2018-10-02,78.0,64.68571428571428,79.89514285714286,8.0,23.0,8.6
2018-10-03,77.0,59.88,70.1704,7.2,,10.0
2018-10-04,78.0,63.391999999999996,75.7584,4.92,,10.0
2018-10-05,73.4,54.175000000000004,64.91791666666667,8.974166666666667,23.0,10.0
2018-10-06,69.0,58.58571428571429,76.78750000000001,6.821428571428571,,9.714285714285714
2018-10-07,81.0,66.86666666666667,76.7437037037037,4.7407407407407405,,9.333333333333334
2018-10-08,73.0,63.256410256410255,86.16282051282052,8.692307692307692,,7.589743589743589
2018-10-09,77.0,66.4375,81.5034375,5.46875,,9.9375
2018-10-10,82.0,68.21875,79.8903125,6.90625,,9.8125
2018-10-11,80.0,69.49361702127659,86.40829787234043,7.531914893617022,26.0,8.47872340425532
2018-10-12,72.0,48.285714285714285,61.607142857142854,14.464285714285714,31.0,9.535714285714286
2018-10-13,58.0,39.689655172413794,60.390344827586205,9.413793103448276,19.0,10.0
2018-10-14,60.0,38.791666666666664,53.06458333333333,5.958333333333333,,10.0
2018-10-15,70.0,56.19375,78.0371875,8.96875,32.0,9.8125
2018-10-16,63.0,35.428000000000004,48.6056,12.04,31.0,9.96
2018-10-17,63.0,35.375,46.71458333333334,13.75,31.0,9.958333333333334
2018-10-18,52.0,25.333333333333332,40.806666666666665,13.166666666666666,27.0,10.0
2018-10-19,62.0,32.391666666666666,44.18375,9.333333333333334,22.0,10.0
2018-10-20,65.0,45.51851851851852,62.07999999999999,10.333333333333334,23.0,10.0
2018-10-21,54.0,32.092,54.4016,16.04,37.0,10.0
2018-10-22,58.0,30.6125,49.88791666666666,8.5,,10.0
2018-10-23,76.0,39.166666666666664,55.57083333333333,9.083333333333334,22.0,10.0
2018-10-24,55.0,34.49166666666667,53.98916666666667,15.583333333333334,29.0,10.0
2018-10-25,52.0,30.412499999999998,52.906666666666666,13.166666666666666,26.0,10.0
2018-10-26,50.0,31.71923076923077,57.21230769230769,6.5,,10.0
2018-10-27,52.0,46.410000000000004,88.3185,20.1,42.0,4.125
2018-10-28,53.6,42.1448275862069,74.90655172413793,8.310344827586206,17.0,8.482758620689655
2018-10-29,57.0,42.148148148148145,66.95074074074074,11.0,24.0,10.0
2018-10-30,57.0,30.525000000000002,46.86541666666667,11.166666666666666,24.0,10.0
2018-10-31,64.0,41.28333333333333,57.6775,6.916666666666667,24.0,10.0
2018-11-01,70.0,53.208333333333336,71.02291666666666,6.583333333333333,,10.0
2018-11-02,68.0,61.39512195121951,87.32170731707318,10.097560975609756,28.0,7.7439024390243905
2018-11-03,66.2,47.240625,69.579375,12.78125,34.0,9.96875
2018-11-04,56.0,32.424,50.8548,6.76,21.0,10.0
2018-11-05,55.4,46.752941176470586,81.88294117647058,11.794117647058824,27.0,6.647058823529412
2018-11-06,61.0,52.7304347826087,90.87739130434782,6.804347826086956,30.0,5.271739130434782
2018-11-07,64.0,38.583333333333336,47.37875,11.708333333333334,24.0,10.0
2018-11-08,57.0,30.858333333333334,45.70208333333333,9.125,20.0,10.0
2018-11-09,54.0,41.33513513513514,72.58216216216216,12.135135135135135,21.0,7.72972972972973
2018-11-10,50.0,29.864516129032257,59.170967741935485,13.612903225806452,36.0,9.451612903225806
2018-11-11,47.0,21.358333333333334,44.125,9.208333333333334,20.0,10.0
2018-11-12,49.0,28.545833333333334,53.66625,4.625,,10.0
2018-11-13,53.6,42.83589743589744,82.81615384615384,10.58974358974359,27.0,6.3076923076923075
2018-11-14,43.0,17.820833333333333,44.22833333333333,14.708333333333334,29.0,10.0
2018-11-15,40.0,26.68809523809524,77.3747619047619,15.642857142857142,36.0,5.446428571428571
2018-11-16,46.0,33.75588235294118,76.28705882352942,17.294117647058822,33.0,8.514705882352942
2018-11-17,48.0,29.866666666666664,56.49,11.375,24.0,10.0
2018-11-18,44.0,27.173076923076923,54.47038461538462,6.269230769230769,,10.0
2018-11-19,51.0,38.6,73.43071428571429,4.464285714285714,,9.857142857142858
2018-11-20,47.0,35.76,70.86633333333333,10.7,21.0,8.966666666666667
2018-11-21,45.0,22.116,50.2624,13.96,35.0,9.84
2018-11-22,28.9,4.195833333333334,42.2075,16.083333333333332,34.0,10.0
2018-11-23,32.0,3.128571428571428,38.27904761904762,6.619047619047619,,10.0
2018-11-24,49.0,34.394285714285715,76.07914285714286,10.8,32.0,8.314285714285715
2018-11-25,54.0,41.39354838709678,74.03580645161291,10.774193548387096,31.0,9.0
2018-11-26,53.0,43.43125,81.8128125,12.90625,34.0,8.21875
2018-11-27,46.0,31.53666666666667,65.938,14.466666666666667,29.0,9.9
2018-11-28,42.0,25.425,55.08416666666667,16.875,32.0,10.0
2018-11-29,46.0,27.175,54.68125,16.916666666666668,32.0,10.0
2018-11-30,43.0,30.4037037037037,67.56962962962963,4.555555555555555,,10.0
2018-12-01,45.0,33.534615384615385,72.54576923076924,5.538461538461538,,9.884615384615385
2018-12-02,57.0,47.77073170731707,93.51170731707317,6.121951219512195,,2.2378048780487805
2018-12-03,56.0,41.074074074074076,65.48814814814816,11.925925925925926,29.0,9.555555555555555
2018-12-04,43.0,19.633333333333333,47.03,13.458333333333334,24.0,10.0
2018-12-05,38.0,16.0125,48.42458333333334,8.0,24.0,10.0
2018-12-06,40.0,19.995833333333334,50.626666666666665,11.208333333333334,22.0,10.0
2018-12-07,40.0,17.0,46.445,13.041666666666666,25.0,10.0
2018-12-08,36.0,14.208333333333334,48.587916666666665,9.125,20.0,9.916666666666666
2018-12-09,36.0,16.695833333333333,50.024166666666666,5.916666666666667,,10.0
2018-12-10,40.0,18.462500000000002,50.91625,8.5,14.0,10.0
2018-12-11,40.0,21.95,58.25625,7.0,20.0,10.0
2018-12-12,40.0,22.833333333333332,56.14125000000001,10.208333333333334,20.0,10.0
2018-12-13,42.0,29.71333333333333,75.122,10.966666666666667,,8.666666666666666
2018-12-14,51.8,41.67058823529412,83.71176470588236,6.5,,9.852941176470589
2018-12-15,50.0,44.27906976744186,90.81790697674418,6.441860465116279,,4.3604651162790695
2018-12-16,45.0,36.56111111111111,87.04555555555555,16.833333333333332,29.0,4.722222222222222
2018-12-17,46.0,31.259375,69.6553125,14.375,35.0,9.78125
2018-12-18,40.0,16.108333333333334,48.303333333333335,18.041666666666668,39.0,10.0
2018-12-19,42.0,18.620833333333334,51.6325,6.833333333333333,,10.0
2018-12-20,46.0,36.455882352941174,82.79235294117647,8.029411764705882,,6.338235294117647
2018-12-21,61.0,54.888888888888886,93.70511111111111,13.955555555555556,37.0,4.766666666666667
2018-12-22,52.0,35.20740740740741,68.71777777777777,16.11111111111111,38.0,9.185185185185185
2018-12-23,43.0,23.92916666666667,52.66,8.666666666666666,25.0,10.0
2018-12-24,43.0,29.93125,73.33875,7.5,23.0,9.40625
2018-12-25,40.0,21.2375,53.13,11.333333333333334,22.0,10.0
2018-12-26,43.0,23.275000000000002,54.17333333333334,8.25,15.0,10.0
2018-12-27,43.0,27.191999999999997,58.3608,8.24,,10.0
2018-12-28,58.0,48.68888888888889,91.64666666666668,8.2,24.0,4.288888888888889
2018-12-29,56.0,37.02307692307692,64.37576923076924,12.923076923076923,30.0,10.0
2018-12-30,39.0,26.334615384615386,66.20192307692308,5.923076923076923,,9.73076923076923
2018-12-31,47.0,37.51470588235294,81.98941176470588,7.5,21.0,7.279411764705882
2019-01-01,60.0,41.871875,72.7065625,13.5625,34.0,8.0625
2019-01-02,41.0,22.666666666666668,54.48583333333334,7.333333333333333,17.0,10.0
2019-01-03,45.0,30.317241379310346,64.43034482758621,9.03448275862069,22.0,10.0
2019-01-04,47.0,28.84583333333333,58.7875,8.5,20.0,10.0
2019-01-05,47.0,40.475,87.98775,11.6,22.0,4.1
2019-01-06,49.0,26.116666666666664,52.78666666666666,15.0,33.0,9.75
2019-01-07,35.0,8.2125,40.35041666666667,8.583333333333334,,10.0
2019-01-08,46.4,38.72439024390244,86.24731707317073,4.926829268292683,,4.2926829268292686
2019-01-09,46.0,26.296,54.224399999999996,17.56,33.0,9.72
2019-01-10,35.0,17.525000000000002,52.79958333333334,19.833333333333332,37.0,10.0
2019-01-11,30.9,7.3625,44.16291666666667,16.541666666666668,32.0,10.0
2019-01-12,34.0,7.758333333333333,42.42666666666667,7.041666666666667,17.0,10.0
2019-01-13,33.0,10.854166666666666,46.22666666666667,9.833333333333334,22.0,9.833333333333334
2019-01-14,33.0,12.926923076923078,54.44230769230769,9.807692307692308,19.0,10.0
2019-01-15,35.0,13.629166666666668,48.72,5.958333333333333,,10.0
2019-01-16,40.0,20.153846153846153,54.14038461538462,10.423076923076923,26.0,10.0
2019-01-17,33.0,9.1625,42.185,8.0,,10.0
2019-01-18,40.0,28.945714285714285,81.39542857142858,6.3428571428571425,,6.628571428571429
2019-01-19,37.0,24.937037037037037,67.23037037037037,8.592592592592593,,7.981481481481482
2019-01-20,40.0,28.646341463414632,83.55365853658536,15.487804878048781,39.0,6.390243902439025
2019-01-21,15.1,-2.1625,53.45666666666667,23.041666666666668,43.0,10.0
2019-01-22,30.9,1.7291666666666667,40.268750000000004,9.375,29.0,10.0
2019-01-23,46.0,22.683333333333334,55.87166666666667,7.833333333333333,,10.0
2019-01-24,57.2,44.845238095238095,83.9597619047619,14.214285714285714,35.0,6.559523809523809
2019-01-25,39.0,12.272,39.6112,13.36,29.0,10.0
2019-01-26,34.0,5.745833333333334,35.4975,8.125,22.0,10.0
2019-01-27,49.0,24.71153846153846,56.08807692307692,9.307692307692308,30.0,10.0
2019-01-28,38.0,9.4125,43.34583333333333,8.041666666666666,,10.0
2019-01-29,44.0,28.05483870967742,74.60483870967742,8.580645161290322,21.0,9.419354838709678
2019-01-30,35.0,7.425806451612903,51.417419354838714,18.387096774193548,44.0,7.830645161290323
2019-01-31,16.0,-12.029166666666667,34.97291666666667,12.583333333333334,26.0,10.0
2019-02-01,21.9,-5.995833333333334,34.87583333333333,8.208333333333334,24.0,10.0
2019-02-02,35.0,7.904166666666666,45.001666666666665,8.958333333333334,21.0,10.0
2019-02-03,52.0,27.52916666666667,59.884166666666665,4.666666666666667,,9.041666666666666
2019-02-04,58.0,33.85,62.1875,4.541666666666667,,9.458333333333334
2019-02-05,64.0,38.291666666666664,65.49666666666667,4.791666666666667,,8.833333333333334
2019-02-06,44.0,30.523076923076925,70.05,9.23076923076923,,8.115384615384615
2019-02-07,43.0,38.43255813953488,88.86395348837209,8.488372093023257,25.0,5.156976744186046
2019-02-08,54.0,33.035135135135135,71.86513513513513,9.675675675675675,37.0,8.324324324324325
2019-02-09,32.0,7.795833333333333,41.13166666666667,18.958333333333332,37.0,10.0
2019-02-10,35.0,9.045833333333333,41.257083333333334,7.75,,10.0
2019-02-11,37.0,17.441666666666666,50.80708333333334,6.0,,10.0
2019-02-12,35.6,23.66875,78.528125,13.208333333333334,23.0,3.5260416666666665
2019-02-13,41.0,26.366666666666667,69.743,13.166666666666666,31.0,9.166666666666666
2019-02-14,45.0,19.441666666666666,46.346666666666664,10.083333333333334,24.0,10.0
2019-02-15,55.0,37.574999999999996,67.75125,8.166666666666666,26.0,9.916666666666666
2019-02-16,44.0,18.95,45.67458333333334,12.916666666666666,21.0,10.0
2019-02-17,36.0,16.924,54.168800000000005,7.76,,9.84
2019-02-18,41.0,27.65625,78.4875,11.28125,33.0,6.5625
2019-02-19,36.0,8.858333333333333,42.649166666666666,11.583333333333334,22.0,10.0
2019-02-20,32.0,20.25813953488372,74.06860465116279,7.27906976744186,,3.3255813953488373
2019-02-21,51.0,31.945714285714285,77.05428571428571,7.771428571428571,18.0,8.485714285714286
2019-02-22,43.0,22.3,49.08541666666667,11.25,26.0,10.0
2019-02-23,38.0,24.43846153846154,63.20423076923077,6.769230769230769,,9.961538461538462
2019-02-24,47.0,36.84583333333333,87.82520833333332,11.375,39.0,3.5
2019-02-25,43.0,11.341666666666667,34.027499999999996,23.458333333333332,43.0,10.0
2019-02-26,36.0,7.4375,39.44875,15.0,29.0,10.0
2019-02-27,28.9,10.626923076923077,52.13423076923077,8.346153846153847,17.0,10.0
2019-02-28,35.0,17.438709677419357,62.453870967741935,9.0,24.0,8.419354838709678
2019-03-01,34.0,23.677777777777777,78.00222222222222,9.583333333333334,,6.729166666666667
2019-03-02,40.0,29.125,80.84875,8.525,,6.23125
2019-03-03,41.0,26.936666666666667,71.61166666666666,7.466666666666667,,6.175
